enrolment_id,receipt_no,amount,method,instrument_ref,received_at,received_by,idempotency_key,status,reverses_payment_id,reason,school_id,id,created_at,updated_at
381,SPS/RCP/2026/000143,2280.00,cash,,2026-07-10 16:30:00+05:30,,seed-4086,success,,,36,349,2026-09-21 13:43:26.712507+05:30,2026-09-21 13:43:26.712507+05:30
382,SPS/RCP/2026/000144,2620.00,cash,,2026-06-10 16:30:00+05:30,,seed-3987,success,,,36,350,2026-09-21 13:43:26.741065+05:30,2026-09-21 13:43:26.741065+05:30
382,SPS/RCP/2026/000145,3930.00,cash,,2026-07-10 16:30:00+05:30,,seed-4087,success,,,36,351,2026-09-21 13:43:26.775478+05:30,2026-09-21 13:43:26.775478+05:30
382,SPS/RCP/2026/000146,1965.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4187,success,,,36,352,2026-09-21 13:43:26.797749+05:30,2026-09-21 13:43:26.797749+05:30
384,SPS/RCP/2026/000147,1520.00,cash,,2026-06-10 16:30:00+05:30,,seed-3989,success,,,36,353,2026-09-21 13:43:26.826245+05:30,2026-09-21 13:43:26.826245+05:30
384,SPS/RCP/2026/000148,2280.00,cash,,2026-07-10 16:30:00+05:30,,seed-4089,success,,,36,354,2026-09-21 13:43:26.860636+05:30,2026-09-21 13:43:26.860636+05:30
385,SPS/RCP/2026/000149,1520.00,cash,,2026-06-10 16:30:00+05:30,,seed-3990,success,,,36,355,2026-09-21 13:43:26.882803+05:30,2026-09-21 13:43:26.882803+05:30
385,SPS/RCP/2026/000150,2280.00,cash,,2026-07-10 16:30:00+05:30,,seed-4090,success,,,36,356,2026-09-21 13:43:26.916033+05:30,2026-09-21 13:43:26.916033+05:30
385,SPS/RCP/2026/000151,1140.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4190,success,,,36,357,2026-09-21 13:43:26.939286+05:30,2026-09-21 13:43:26.939286+05:30
387,SPS/RCP/2026/000152,1520.00,cash,,2026-06-10 16:30:00+05:30,,seed-3992,success,,,36,358,2026-09-21 13:43:26.959614+05:30,2026-09-21 13:43:26.959614+05:30
387,SPS/RCP/2026/000153,2280.00,cash,,2026-07-10 16:30:00+05:30,,seed-4092,success,,,36,359,2026-09-21 13:43:26.994122+05:30,2026-09-21 13:43:26.994122+05:30
388,SPS/RCP/2026/000154,2860.00,cash,,2026-06-10 16:30:00+05:30,,seed-3993,success,,,36,360,2026-09-21 13:43:27.019018+05:30,2026-09-21 13:43:27.019018+05:30
388,SPS/RCP/2026/000155,4290.00,cash,,2026-07-10 16:30:00+05:30,,seed-4093,success,,,36,361,2026-09-21 13:43:27.054747+05:30,2026-09-21 13:43:27.054747+05:30
389,SPS/RCP/2026/000156,1360.00,cash,,2026-06-10 16:30:00+05:30,,seed-3994,success,,,36,362,2026-09-21 13:43:27.076587+05:30,2026-09-21 13:43:27.076587+05:30
389,SPS/RCP/2026/000157,2040.00,cash,,2026-07-10 16:30:00+05:30,,seed-4094,success,,,36,363,2026-09-21 13:43:27.110331+05:30,2026-09-21 13:43:27.110331+05:30
389,SPS/RCP/2026/000158,1020.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4194,success,,,36,364,2026-09-21 13:43:27.134717+05:30,2026-09-21 13:43:27.134717+05:30
391,SPS/RCP/2026/000159,1360.00,cash,,2026-06-10 16:30:00+05:30,,seed-3996,success,,,36,365,2026-09-21 13:43:27.155153+05:30,2026-09-21 13:43:27.155153+05:30
391,SPS/RCP/2026/000160,2040.00,cash,,2026-07-10 16:30:00+05:30,,seed-4096,success,,,36,366,2026-09-21 13:43:27.190023+05:30,2026-09-21 13:43:27.190023+05:30
392,SPS/RCP/2026/000161,2160.00,cash,,2026-06-10 16:30:00+05:30,,seed-3997,success,,,36,367,2026-09-21 13:43:27.211849+05:30,2026-09-21 13:43:27.211849+05:30
392,SPS/RCP/2026/000162,3240.00,cash,,2026-07-10 16:30:00+05:30,,seed-4097,success,,,36,368,2026-09-21 13:43:27.245462+05:30,2026-09-21 13:43:27.245462+05:30
392,SPS/RCP/2026/000163,1620.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4197,success,,,36,369,2026-09-21 13:43:27.270068+05:30,2026-09-21 13:43:27.270068+05:30
394,SPS/RCP/2026/000164,1360.00,cash,,2026-06-10 16:30:00+05:30,,seed-3999,success,,,36,370,2026-09-21 13:43:27.291073+05:30,2026-09-21 13:43:27.291073+05:30
394,SPS/RCP/2026/000165,2040.00,cash,,2026-07-10 16:30:00+05:30,,seed-4099,success,,,36,371,2026-09-21 13:43:27.325741+05:30,2026-09-21 13:43:27.325741+05:30
395,SPS/RCP/2026/000166,1360.00,cash,,2026-06-10 16:30:00+05:30,,seed-4000,success,,,36,372,2026-09-21 13:43:27.347740+05:30,2026-09-21 13:43:27.347740+05:30
395,SPS/RCP/2026/000167,2040.00,cash,,2026-07-10 16:30:00+05:30,,seed-4100,success,,,36,373,2026-09-21 13:43:27.382116+05:30,2026-09-21 13:43:27.382116+05:30
395,SPS/RCP/2026/000168,1020.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4200,success,,,36,374,2026-09-21 13:43:27.407685+05:30,2026-09-21 13:43:27.407685+05:30
397,SPS/RCP/2026/000169,1360.00,cash,,2026-06-10 16:30:00+05:30,,seed-4002,success,,,36,375,2026-09-21 13:43:27.428546+05:30,2026-09-21 13:43:27.428546+05:30
397,SPS/RCP/2026/000170,2040.00,cash,,2026-07-10 16:30:00+05:30,,seed-4102,success,,,36,376,2026-09-21 13:43:27.461086+05:30,2026-09-21 13:43:27.461086+05:30
