occurred_at,actor_user_id,actor_label,entity_type,entity_id,action,before,after,reason,academic_year_id,ip,school_id,id,created_at,updated_at
2026-09-21 13:43:22.546292+05:30,,system,fee_payment,215,create,,"{""receipt_no"": ""SPS/RCP/2026/000009"", ""amount"": ""5400.00"", ""method"": ""cash""}",,,,36,1486,2026-09-21 13:43:22.523871+05:30,2026-09-21 13:43:22.523871+05:30
2026-09-21 13:43:22.568682+05:30,,system,fee_payment,216,create,,"{""receipt_no"": ""SPS/RCP/2026/000010"", ""amount"": ""2700.00"", ""method"": ""upi""}",,,,36,1487,2026-09-21 13:43:22.548628+05:30,2026-09-21 13:43:22.548628+05:30
2026-09-21 13:43:22.609214+05:30,,system,fee_payment,217,create,,"{""receipt_no"": ""SPS/RCP/2026/000011"", ""amount"": ""2800.00"", ""method"": ""cash""}",,,,36,1488,2026-09-21 13:43:22.572473+05:30,2026-09-21 13:43:22.572473+05:30
2026-09-21 13:43:22.634780+05:30,,system,fee_payment,218,create,,"{""receipt_no"": ""SPS/RCP/2026/000012"", ""amount"": ""4200.00"", ""method"": ""cash""}",,,,36,1489,2026-09-21 13:43:22.612112+05:30,2026-09-21 13:43:22.612112+05:30
2026-09-21 13:43:22.673453+05:30,,system,fee_payment,219,create,,"{""receipt_no"": ""SPS/RCP/2026/000013"", ""amount"": ""2800.00"", ""method"": ""cash""}",,,,36,1490,2026-09-21 13:43:22.637748+05:30,2026-09-21 13:43:22.637748+05:30
2026-09-21 13:43:22.697191+05:30,,system,fee_payment,220,create,,"{""receipt_no"": ""SPS/RCP/2026/000014"", ""amount"": ""4200.00"", ""method"": ""cash""}",,,,36,1491,2026-09-21 13:43:22.675336+05:30,2026-09-21 13:43:22.675336+05:30
2026-09-21 13:43:22.719099+05:30,,system,fee_payment,221,create,,"{""receipt_no"": ""SPS/RCP/2026/000015"", ""amount"": ""2100.00"", ""method"": ""upi""}",,,,36,1492,2026-09-21 13:43:22.699001+05:30,2026-09-21 13:43:22.699001+05:30
2026-09-21 13:43:22.756954+05:30,,system,fee_payment,222,create,,"{""receipt_no"": ""SPS/RCP/2026/000016"", ""amount"": ""2800.00"", ""method"": ""cash""}",,,,36,1493,2026-09-21 13:43:22.722163+05:30,2026-09-21 13:43:22.722163+05:30
2026-09-21 13:43:22.781502+05:30,,system,fee_payment,223,create,,"{""receipt_no"": ""SPS/RCP/2026/000017"", ""amount"": ""4200.00"", ""method"": ""cash""}",,,,36,1494,2026-09-21 13:43:22.759120+05:30,2026-09-21 13:43:22.759120+05:30
2026-09-21 13:43:22.817350+05:30,,system,fee_payment,224,create,,"{""receipt_no"": ""SPS/RCP/2026/000018"", ""amount"": ""4140.00"", ""method"": ""cash""}",,,,36,1495,2026-09-21 13:43:22.783368+05:30,2026-09-21 13:43:22.783368+05:30
2026-09-21 13:43:22.851499+05:30,,system,fee_payment,225,create,,"{""receipt_no"": ""SPS/RCP/2026/000019"", ""amount"": ""6210.00"", ""method"": ""cash""}",,,,36,1496,2026-09-21 13:43:22.820077+05:30,2026-09-21 13:43:22.820077+05:30
2026-09-21 13:43:22.914609+05:30,,system,fee_payment,226,create,,"{""receipt_no"": ""SPS/RCP/2026/000020"", ""amount"": ""2640.00"", ""method"": ""cash""}",,,,36,1497,2026-09-21 13:43:22.854552+05:30,2026-09-21 13:43:22.854552+05:30
2026-09-21 13:43:22.952055+05:30,,system,fee_payment,227,create,,"{""receipt_no"": ""SPS/RCP/2026/000021"", ""amount"": ""3960.00"", ""method"": ""cash""}",,,,36,1498,2026-09-21 13:43:22.917796+05:30,2026-09-21 13:43:22.917796+05:30
2026-09-21 13:43:22.981552+05:30,,system,fee_payment,228,create,,"{""receipt_no"": ""SPS/RCP/2026/000022"", ""amount"": ""1980.00"", ""method"": ""upi""}",,,,36,1499,2026-09-21 13:43:22.955376+05:30,2026-09-21 13:43:22.955376+05:30
2026-09-21 13:43:23.023010+05:30,,system,fee_payment,229,create,,"{""receipt_no"": ""SPS/RCP/2026/000023"", ""amount"": ""2640.00"", ""method"": ""cash""}",,,,36,1500,2026-09-21 13:43:22.984592+05:30,2026-09-21 13:43:22.984592+05:30
2026-09-21 13:43:23.048128+05:30,,system,fee_payment,230,create,,"{""receipt_no"": ""SPS/RCP/2026/000024"", ""amount"": ""3960.00"", ""method"": ""cash""}",,,,36,1501,2026-09-21 13:43:23.025520+05:30,2026-09-21 13:43:23.025520+05:30
2026-09-21 13:43:23.086610+05:30,,system,fee_payment,231,create,,"{""receipt_no"": ""SPS/RCP/2026/000025"", ""amount"": ""3740.00"", ""method"": ""cash""}",,,,36,1502,2026-09-21 13:43:23.050046+05:30,2026-09-21 13:43:23.050046+05:30
2026-09-21 13:43:23.112510+05:30,,system,fee_payment,232,create,,"{""receipt_no"": ""SPS/RCP/2026/000026"", ""amount"": ""5610.00"", ""method"": ""cash""}",,,,36,1503,2026-09-21 13:43:23.089814+05:30,2026-09-21 13:43:23.089814+05:30
2026-09-21 13:43:23.133892+05:30,,system,fee_payment,233,create,,"{""receipt_no"": ""SPS/RCP/2026/000027"", ""amount"": ""2805.00"", ""method"": ""upi""}",,,,36,1504,2026-09-21 13:43:23.114443+05:30,2026-09-21 13:43:23.114443+05:30
2026-09-21 13:43:23.169088+05:30,,system,fee_payment,234,create,,"{""receipt_no"": ""SPS/RCP/2026/000028"", ""amount"": ""2640.00"", ""method"": ""cash""}",,,,36,1505,2026-09-21 13:43:23.136514+05:30,2026-09-21 13:43:23.136514+05:30
2026-09-21 13:43:23.196415+05:30,,system,fee_payment,235,create,,"{""receipt_no"": ""SPS/RCP/2026/000029"", ""amount"": ""3960.00"", ""method"": ""cash""}",,,,36,1506,2026-09-21 13:43:23.172033+05:30,2026-09-21 13:43:23.172033+05:30
2026-09-21 13:43:23.238049+05:30,,system,fee_payment,236,create,,"{""receipt_no"": ""SPS/RCP/2026/000030"", ""amount"": ""2640.00"", ""method"": ""cash""}",,,,36,1507,2026-09-21 13:43:23.199052+05:30,2026-09-21 13:43:23.199052+05:30
2026-09-21 13:43:23.262655+05:30,,system,fee_payment,237,create,,"{""receipt_no"": ""SPS/RCP/2026/000031"", ""amount"": ""3960.00"", ""method"": ""cash""}",,,,36,1508,2026-09-21 13:43:23.241091+05:30,2026-09-21 13:43:23.241091+05:30
2026-09-21 13:43:23.283787+05:30,,system,fee_payment,238,create,,"{""receipt_no"": ""SPS/RCP/2026/000032"", ""amount"": ""1980.00"", ""method"": ""upi""}",,,,36,1509,2026-09-21 13:43:23.264464+05:30,2026-09-21 13:43:23.264464+05:30
2026-09-21 13:43:23.318466+05:30,,system,fee_payment,239,create,,"{""receipt_no"": ""SPS/RCP/2026/000033"", ""amount"": ""2640.00"", ""method"": ""cash""}",,,,36,1510,2026-09-21 13:43:23.286429+05:30,2026-09-21 13:43:23.286429+05:30
2026-09-21 13:43:23.343625+05:30,,system,fee_payment,240,create,,"{""receipt_no"": ""SPS/RCP/2026/000034"", ""amount"": ""3960.00"", ""method"": ""cash""}",,,,36,1511,2026-09-21 13:43:23.322830+05:30,2026-09-21 13:43:23.322830+05:30
2026-09-21 13:43:23.379810+05:30,,system,fee_payment,241,create,,"{""receipt_no"": ""SPS/RCP/2026/000035"", ""amount"": ""3980.00"", ""method"": ""cash""}",,,,36,1512,2026-09-21 13:43:23.345827+05:30,2026-09-21 13:43:23.345827+05:30
2026-09-21 13:43:23.403612+05:30,,system,fee_payment,242,create,,"{""receipt_no"": ""SPS/RCP/2026/000036"", ""amount"": ""5970.00"", ""method"": ""cash""}",,,,36,1513,2026-09-21 13:43:23.381659+05:30,2026-09-21 13:43:23.381659+05:30
2026-09-21 13:43:23.444948+05:30,,system,fee_payment,243,create,,"{""receipt_no"": ""SPS/RCP/2026/000037"", ""amount"": ""2480.00"", ""method"": ""cash""}",,,,36,1514,2026-09-21 13:43:23.405891+05:30,2026-09-21 13:43:23.405891+05:30
2026-09-21 13:43:23.474638+05:30,,system,fee_payment,244,create,,"{""receipt_no"": ""SPS/RCP/2026/000038"", ""amount"": ""3720.00"", ""method"": ""cash""}",,,,36,1515,2026-09-21 13:43:23.447041+05:30,2026-09-21 13:43:23.447041+05:30
2026-09-21 13:43:23.496029+05:30,,system,fee_payment,245,create,,"{""receipt_no"": ""SPS/RCP/2026/000039"", ""amount"": ""1860.00"", ""method"": ""upi""}",,,,36,1516,2026-09-21 13:43:23.476431+05:30,2026-09-21 13:43:23.476431+05:30
2026-09-21 13:43:23.533542+05:30,,system,fee_payment,246,create,,"{""receipt_no"": ""SPS/RCP/2026/000040"", ""amount"": ""2480.00"", ""method"": ""cash""}",,,,36,1517,2026-09-21 13:43:23.498156+05:30,2026-09-21 13:43:23.498156+05:30
2026-09-21 13:43:23.559625+05:30,,system,fee_payment,247,create,,"{""receipt_no"": ""SPS/RCP/2026/000041"", ""amount"": ""3720.00"", ""method"": ""cash""}",,,,36,1518,2026-09-21 13:43:23.536336+05:30,2026-09-21 13:43:23.536336+05:30
2026-09-21 13:43:23.596074+05:30,,system,fee_payment,248,create,,"{""receipt_no"": ""SPS/RCP/2026/000042"", ""amount"": ""3280.00"", ""method"": ""cash""}",,,,36,1519,2026-09-21 13:43:23.561473+05:30,2026-09-21 13:43:23.561473+05:30
2026-09-21 13:43:23.624233+05:30,,system,fee_payment,249,create,,"{""receipt_no"": ""SPS/RCP/2026/000043"", ""amount"": ""4920.00"", ""method"": ""cash""}",,,,36,1520,2026-09-21 13:43:23.598397+05:30,2026-09-21 13:43:23.598397+05:30
2026-09-21 13:43:23.644631+05:30,,system,fee_payment,250,create,,"{""receipt_no"": ""SPS/RCP/2026/000044"", ""amount"": ""2460.00"", ""method"": ""upi""}",,,,36,1521,2026-09-21 13:43:23.626136+05:30,2026-09-21 13:43:23.626136+05:30
2026-09-21 13:43:23.682056+05:30,,system,fee_payment,251,create,,"{""receipt_no"": ""SPS/RCP/2026/000045"", ""amount"": ""2480.00"", ""method"": ""cash""}",,,,36,1522,2026-09-21 13:43:23.646554+05:30,2026-09-21 13:43:23.646554+05:30
2026-09-21 13:43:23.708123+05:30,,system,fee_payment,252,create,,"{""receipt_no"": ""SPS/RCP/2026/000046"", ""amount"": ""3720.00"", ""method"": ""cash""}",,,,36,1523,2026-09-21 13:43:23.684804+05:30,2026-09-21 13:43:23.684804+05:30
2026-09-21 13:43:23.746926+05:30,,system,fee_payment,253,create,,"{""receipt_no"": ""SPS/RCP/2026/000047"", ""amount"": ""2480.00"", ""method"": ""cash""}",,,,36,1524,2026-09-21 13:43:23.710313+05:30,2026-09-21 13:43:23.710313+05:30
2026-09-21 13:43:23.771908+05:30,,system,fee_payment,254,create,,"{""receipt_no"": ""SPS/RCP/2026/000048"", ""amount"": ""3720.00"", ""method"": ""cash""}",,,,36,1525,2026-09-21 13:43:23.748878+05:30,2026-09-21 13:43:23.748878+05:30
2026-09-21 13:43:23.794079+05:30,,system,fee_payment,255,create,,"{""receipt_no"": ""SPS/RCP/2026/000049"", ""amount"": ""1860.00"", ""method"": ""upi""}",,,,36,1526,2026-09-21 13:43:23.774358+05:30,2026-09-21 13:43:23.774358+05:30
2026-09-21 13:43:23.830650+05:30,,system,fee_payment,256,create,,"{""receipt_no"": ""SPS/RCP/2026/000050"", ""amount"": ""2480.00"", ""method"": ""cash""}",,,,36,1527,2026-09-21 13:43:23.796257+05:30,2026-09-21 13:43:23.796257+05:30
2026-09-21 13:43:23.856054+05:30,,system,fee_payment,257,create,,"{""receipt_no"": ""SPS/RCP/2026/000051"", ""amount"": ""3720.00"", ""method"": ""cash""}",,,,36,1528,2026-09-21 13:43:23.832438+05:30,2026-09-21 13:43:23.832438+05:30
2026-09-21 13:43:23.894008+05:30,,system,fee_payment,258,create,,"{""receipt_no"": ""SPS/RCP/2026/000052"", ""amount"": ""3420.00"", ""method"": ""cash""}",,,,36,1529,2026-09-21 13:43:23.858884+05:30,2026-09-21 13:43:23.858884+05:30
2026-09-21 13:43:23.919976+05:30,,system,fee_payment,259,create,,"{""receipt_no"": ""SPS/RCP/2026/000053"", ""amount"": ""5130.00"", ""method"": ""cash""}",,,,36,1530,2026-09-21 13:43:23.896114+05:30,2026-09-21 13:43:23.896114+05:30
2026-09-21 13:43:23.956374+05:30,,system,fee_payment,260,create,,"{""receipt_no"": ""SPS/RCP/2026/000054"", ""amount"": ""2320.00"", ""method"": ""cash""}",,,,36,1531,2026-09-21 13:43:23.922786+05:30,2026-09-21 13:43:23.922786+05:30
2026-09-21 13:43:23.980333+05:30,,system,fee_payment,261,create,,"{""receipt_no"": ""SPS/RCP/2026/000055"", ""amount"": ""3480.00"", ""method"": ""cash""}",,,,36,1532,2026-09-21 13:43:23.958523+05:30,2026-09-21 13:43:23.958523+05:30
2026-09-21 13:43:24.005464+05:30,,system,fee_payment,262,create,,"{""receipt_no"": ""SPS/RCP/2026/000056"", ""amount"": ""1740.00"", ""method"": ""upi""}",,,,36,1533,2026-09-21 13:43:23.982679+05:30,2026-09-21 13:43:23.982679+05:30
2026-09-21 13:43:24.042421+05:30,,system,fee_payment,263,create,,"{""receipt_no"": ""SPS/RCP/2026/000057"", ""amount"": ""2320.00"", ""method"": ""cash""}",,,,36,1534,2026-09-21 13:43:24.007717+05:30,2026-09-21 13:43:24.007717+05:30
2026-09-21 13:43:24.069980+05:30,,system,fee_payment,264,create,,"{""receipt_no"": ""SPS/RCP/2026/000058"", ""amount"": ""3480.00"", ""method"": ""cash""}",,,,36,1535,2026-09-21 13:43:24.044607+05:30,2026-09-21 13:43:24.044607+05:30
2026-09-21 13:43:24.110432+05:30,,system,fee_payment,265,create,,"{""receipt_no"": ""SPS/RCP/2026/000059"", ""amount"": ""3820.00"", ""method"": ""cash""}",,,,36,1536,2026-09-21 13:43:24.072615+05:30,2026-09-21 13:43:24.072615+05:30
2026-09-21 13:43:24.134794+05:30,,system,fee_payment,266,create,,"{""receipt_no"": ""SPS/RCP/2026/000060"", ""amount"": ""5730.00"", ""method"": ""cash""}",,,,36,1537,2026-09-21 13:43:24.112636+05:30,2026-09-21 13:43:24.112636+05:30
2026-09-21 13:43:24.157892+05:30,,system,fee_payment,267,create,,"{""receipt_no"": ""SPS/RCP/2026/000061"", ""amount"": ""2865.00"", ""method"": ""upi""}",,,,36,1538,2026-09-21 13:43:24.138009+05:30,2026-09-21 13:43:24.138009+05:30
2026-09-21 13:43:24.194683+05:30,,system,fee_payment,268,create,,"{""receipt_no"": ""SPS/RCP/2026/000062"", ""amount"": ""2320.00"", ""method"": ""cash""}",,,,36,1539,2026-09-21 13:43:24.160038+05:30,2026-09-21 13:43:24.160038+05:30
2026-09-21 13:43:24.220052+05:30,,system,fee_payment,269,create,,"{""receipt_no"": ""SPS/RCP/2026/000063"", ""amount"": ""3480.00"", ""method"": ""cash""}",,,,36,1540,2026-09-21 13:43:24.196601+05:30,2026-09-21 13:43:24.196601+05:30
2026-09-21 13:43:24.257709+05:30,,system,fee_payment,270,create,,"{""receipt_no"": ""SPS/RCP/2026/000064"", ""amount"": ""2320.00"", ""method"": ""cash""}",,,,36,1541,2026-09-21 13:43:24.222241+05:30,2026-09-21 13:43:24.222241+05:30
2026-09-21 13:43:24.282011+05:30,,system,fee_payment,271,create,,"{""receipt_no"": ""SPS/RCP/2026/000065"", ""amount"": ""3480.00"", ""method"": ""cash""}",,,,36,1542,2026-09-21 13:43:24.259819+05:30,2026-09-21 13:43:24.259819+05:30
2026-09-21 13:43:24.306546+05:30,,system,fee_payment,272,create,,"{""receipt_no"": ""SPS/RCP/2026/000066"", ""amount"": ""1740.00"", ""method"": ""upi""}",,,,36,1543,2026-09-21 13:43:24.284433+05:30,2026-09-21 13:43:24.284433+05:30
2026-09-21 13:43:24.344670+05:30,,system,fee_payment,273,create,,"{""receipt_no"": ""SPS/RCP/2026/000067"", ""amount"": ""2320.00"", ""method"": ""cash""}",,,,36,1544,2026-09-21 13:43:24.308866+05:30,2026-09-21 13:43:24.308866+05:30
2026-09-21 13:43:24.370534+05:30,,system,fee_payment,274,create,,"{""receipt_no"": ""SPS/RCP/2026/000068"", ""amount"": ""3480.00"", ""method"": ""cash""}",,,,36,1545,2026-09-21 13:43:24.346995+05:30,2026-09-21 13:43:24.346995+05:30
2026-09-21 13:43:24.408938+05:30,,system,fee_payment,275,create,,"{""receipt_no"": ""SPS/RCP/2026/000069"", ""amount"": ""3260.00"", ""method"": ""cash""}",,,,36,1546,2026-09-21 13:43:24.372917+05:30,2026-09-21 13:43:24.372917+05:30
2026-09-21 13:43:24.433952+05:30,,system,fee_payment,276,create,,"{""receipt_no"": ""SPS/RCP/2026/000070"", ""amount"": ""4890.00"", ""method"": ""cash""}",,,,36,1547,2026-09-21 13:43:24.411157+05:30,2026-09-21 13:43:24.411157+05:30
2026-09-21 13:43:24.471779+05:30,,system,fee_payment,277,create,,"{""receipt_no"": ""SPS/RCP/2026/000071"", ""amount"": ""2160.00"", ""method"": ""cash""}",,,,36,1548,2026-09-21 13:43:24.437176+05:30,2026-09-21 13:43:24.437176+05:30
2026-09-21 13:43:24.494721+05:30,,system,fee_payment,278,create,,"{""receipt_no"": ""SPS/RCP/2026/000072"", ""amount"": ""3240.00"", ""method"": ""cash""}",,,,36,1549,2026-09-21 13:43:24.473650+05:30,2026-09-21 13:43:24.473650+05:30
2026-09-21 13:43:24.516435+05:30,,system,fee_payment,279,create,,"{""receipt_no"": ""SPS/RCP/2026/000073"", ""amount"": ""1620.00"", ""method"": ""upi""}",,,,36,1550,2026-09-21 13:43:24.496738+05:30,2026-09-21 13:43:24.496738+05:30
2026-09-21 13:43:24.553926+05:30,,system,fee_payment,280,create,,"{""receipt_no"": ""SPS/RCP/2026/000074"", ""amount"": ""2160.00"", ""method"": ""cash""}",,,,36,1551,2026-09-21 13:43:24.519526+05:30,2026-09-21 13:43:24.519526+05:30
2026-09-21 13:43:24.577603+05:30,,system,fee_payment,281,create,,"{""receipt_no"": ""SPS/RCP/2026/000075"", ""amount"": ""3240.00"", ""method"": ""cash""}",,,,36,1552,2026-09-21 13:43:24.556153+05:30,2026-09-21 13:43:24.556153+05:30
2026-09-21 13:43:24.615465+05:30,,system,fee_payment,282,create,,"{""receipt_no"": ""SPS/RCP/2026/000076"", ""amount"": ""3660.00"", ""method"": ""cash""}",,,,36,1553,2026-09-21 13:43:24.579991+05:30,2026-09-21 13:43:24.579991+05:30
2026-09-21 13:43:24.641033+05:30,,system,fee_payment,283,create,,"{""receipt_no"": ""SPS/RCP/2026/000077"", ""amount"": ""5490.00"", ""method"": ""cash""}",,,,36,1554,2026-09-21 13:43:24.618178+05:30,2026-09-21 13:43:24.618178+05:30
2026-09-21 13:43:24.663488+05:30,,system,fee_payment,284,create,,"{""receipt_no"": ""SPS/RCP/2026/000078"", ""amount"": ""2745.00"", ""method"": ""upi""}",,,,36,1555,2026-09-21 13:43:24.643307+05:30,2026-09-21 13:43:24.643307+05:30
2026-09-21 13:43:24.699186+05:30,,system,fee_payment,285,create,,"{""receipt_no"": ""SPS/RCP/2026/000079"", ""amount"": ""2160.00"", ""method"": ""cash""}",,,,36,1556,2026-09-21 13:43:24.665352+05:30,2026-09-21 13:43:24.665352+05:30
2026-09-21 13:43:24.734265+05:30,,system,fee_payment,286,create,,"{""receipt_no"": ""SPS/RCP/2026/000080"", ""amount"": ""3240.00"", ""method"": ""cash""}",,,,36,1557,2026-09-21 13:43:24.702210+05:30,2026-09-21 13:43:24.702210+05:30
2026-09-21 13:43:24.777945+05:30,,system,fee_payment,287,create,,"{""receipt_no"": ""SPS/RCP/2026/000081"", ""amount"": ""2160.00"", ""method"": ""cash""}",,,,36,1558,2026-09-21 13:43:24.737691+05:30,2026-09-21 13:43:24.737691+05:30
2026-09-21 13:43:24.812058+05:30,,system,fee_payment,288,create,,"{""receipt_no"": ""SPS/RCP/2026/000082"", ""amount"": ""3240.00"", ""method"": ""cash""}",,,,36,1559,2026-09-21 13:43:24.780483+05:30,2026-09-21 13:43:24.780483+05:30
2026-09-21 13:43:24.845865+05:30,,system,fee_payment,289,create,,"{""receipt_no"": ""SPS/RCP/2026/000083"", ""amount"": ""1620.00"", ""method"": ""upi""}",,,,36,1560,2026-09-21 13:43:24.814454+05:30,2026-09-21 13:43:24.814454+05:30
2026-09-21 13:43:24.926516+05:30,,system,fee_payment,290,create,,"{""receipt_no"": ""SPS/RCP/2026/000084"", ""amount"": ""2160.00"", ""method"": ""cash""}",,,,36,1561,2026-09-21 13:43:24.849658+05:30,2026-09-21 13:43:24.849658+05:30
2026-09-21 13:43:24.957932+05:30,,system,fee_payment,291,create,,"{""receipt_no"": ""SPS/RCP/2026/000085"", ""amount"": ""3240.00"", ""method"": ""cash""}",,,,36,1562,2026-09-21 13:43:24.928850+05:30,2026-09-21 13:43:24.928850+05:30
2026-09-21 13:43:25.034297+05:30,,system,fee_payment,292,create,,"{""receipt_no"": ""SPS/RCP/2026/000086"", ""amount"": ""2800.00"", ""method"": ""cash""}",,,,36,1563,2026-09-21 13:43:24.961083+05:30,2026-09-21 13:43:24.961083+05:30
2026-09-21 13:43:25.073198+05:30,,system,fee_payment,293,create,,"{""receipt_no"": ""SPS/RCP/2026/000087"", ""amount"": ""4200.00"", ""method"": ""cash""}",,,,36,1564,2026-09-21 13:43:25.044230+05:30,2026-09-21 13:43:25.044230+05:30
2026-09-21 13:43:25.112921+05:30,,system,fee_payment,294,create,,"{""receipt_no"": ""SPS/RCP/2026/000088"", ""amount"": ""2000.00"", ""method"": ""cash""}",,,,36,1565,2026-09-21 13:43:25.075313+05:30,2026-09-21 13:43:25.075313+05:30
2026-09-21 13:43:25.138839+05:30,,system,fee_payment,295,create,,"{""receipt_no"": ""SPS/RCP/2026/000089"", ""amount"": ""3000.00"", ""method"": ""cash""}",,,,36,1566,2026-09-21 13:43:25.114775+05:30,2026-09-21 13:43:25.114775+05:30
2026-09-21 13:43:25.161947+05:30,,system,fee_payment,296,create,,"{""receipt_no"": ""SPS/RCP/2026/000090"", ""amount"": ""1500.00"", ""method"": ""upi""}",,,,36,1567,2026-09-21 13:43:25.141159+05:30,2026-09-21 13:43:25.141159+05:30
2026-09-21 13:43:25.198584+05:30,,system,fee_payment,297,create,,"{""receipt_no"": ""SPS/RCP/2026/000091"", ""amount"": ""2000.00"", ""method"": ""cash""}",,,,36,1568,2026-09-21 13:43:25.163782+05:30,2026-09-21 13:43:25.163782+05:30
2026-09-21 13:43:25.225307+05:30,,system,fee_payment,298,create,,"{""receipt_no"": ""SPS/RCP/2026/000092"", ""amount"": ""3000.00"", ""method"": ""cash""}",,,,36,1569,2026-09-21 13:43:25.201589+05:30,2026-09-21 13:43:25.201589+05:30
2026-09-21 13:43:25.262843+05:30,,system,fee_payment,299,create,,"{""receipt_no"": ""SPS/RCP/2026/000093"", ""amount"": ""3100.00"", ""method"": ""cash""}",,,,36,1570,2026-09-21 13:43:25.227457+05:30,2026-09-21 13:43:25.227457+05:30
2026-09-21 13:43:25.290262+05:30,,system,fee_payment,300,create,,"{""receipt_no"": ""SPS/RCP/2026/000094"", ""amount"": ""4650.00"", ""method"": ""cash""}",,,,36,1571,2026-09-21 13:43:25.265673+05:30,2026-09-21 13:43:25.265673+05:30
2026-09-21 13:43:25.313152+05:30,,system,fee_payment,301,create,,"{""receipt_no"": ""SPS/RCP/2026/000095"", ""amount"": ""2325.00"", ""method"": ""upi""}",,,,36,1572,2026-09-21 13:43:25.292146+05:30,2026-09-21 13:43:25.292146+05:30
2026-09-21 13:43:25.350724+05:30,,system,fee_payment,302,create,,"{""receipt_no"": ""SPS/RCP/2026/000096"", ""amount"": ""2000.00"", ""method"": ""cash""}",,,,36,1573,2026-09-21 13:43:25.314977+05:30,2026-09-21 13:43:25.314977+05:30
2026-09-21 13:43:25.376594+05:30,,system,fee_payment,303,create,,"{""receipt_no"": ""SPS/RCP/2026/000097"", ""amount"": ""3000.00"", ""method"": ""cash""}",,,,36,1574,2026-09-21 13:43:25.353793+05:30,2026-09-21 13:43:25.353793+05:30
2026-09-21 13:43:25.413413+05:30,,system,fee_payment,304,create,,"{""receipt_no"": ""SPS/RCP/2026/000098"", ""amount"": ""2000.00"", ""method"": ""cash""}",,,,36,1575,2026-09-21 13:43:25.378609+05:30,2026-09-21 13:43:25.378609+05:30
2026-09-21 13:43:25.438820+05:30,,system,fee_payment,305,create,,"{""receipt_no"": ""SPS/RCP/2026/000099"", ""amount"": ""3000.00"", ""method"": ""cash""}",,,,36,1576,2026-09-21 13:43:25.415312+05:30,2026-09-21 13:43:25.415312+05:30
2026-09-21 13:43:25.460481+05:30,,system,fee_payment,306,create,,"{""receipt_no"": ""SPS/RCP/2026/000100"", ""amount"": ""1500.00"", ""method"": ""upi""}",,,,36,1577,2026-09-21 13:43:25.440999+05:30,2026-09-21 13:43:25.440999+05:30
2026-09-21 13:43:25.500726+05:30,,system,fee_payment,307,create,,"{""receipt_no"": ""SPS/RCP/2026/000101"", ""amount"": ""2000.00"", ""method"": ""cash""}",,,,36,1578,2026-09-21 13:43:25.462343+05:30,2026-09-21 13:43:25.462343+05:30
2026-09-21 13:43:25.526349+05:30,,system,fee_payment,308,create,,"{""receipt_no"": ""SPS/RCP/2026/000102"", ""amount"": ""3000.00"", ""method"": ""cash""}",,,,36,1579,2026-09-21 13:43:25.503968+05:30,2026-09-21 13:43:25.503968+05:30
2026-09-21 13:43:25.565049+05:30,,system,fee_payment,309,create,,"{""receipt_no"": ""SPS/RCP/2026/000103"", ""amount"": ""2940.00"", ""method"": ""cash""}",,,,36,1580,2026-09-21 13:43:25.528641+05:30,2026-09-21 13:43:25.528641+05:30
2026-09-21 13:43:25.591748+05:30,,system,fee_payment,310,create,,"{""receipt_no"": ""SPS/RCP/2026/000104"", ""amount"": ""4410.00"", ""method"": ""cash""}",,,,36,1581,2026-09-21 13:43:25.567780+05:30,2026-09-21 13:43:25.567780+05:30
2026-09-21 13:43:25.629482+05:30,,system,fee_payment,311,create,,"{""receipt_no"": ""SPS/RCP/2026/000105"", ""amount"": ""1840.00"", ""method"": ""cash""}",,,,36,1582,2026-09-21 13:43:25.593695+05:30,2026-09-21 13:43:25.593695+05:30
2026-09-21 13:43:25.655195+05:30,,system,fee_payment,312,create,,"{""receipt_no"": ""SPS/RCP/2026/000106"", ""amount"": ""2760.00"", ""method"": ""cash""}",,,,36,1583,2026-09-21 13:43:25.631402+05:30,2026-09-21 13:43:25.631402+05:30
2026-09-21 13:43:25.676763+05:30,,system,fee_payment,313,create,,"{""receipt_no"": ""SPS/RCP/2026/000107"", ""amount"": ""1380.00"", ""method"": ""upi""}",,,,36,1584,2026-09-21 13:43:25.657234+05:30,2026-09-21 13:43:25.657234+05:30
2026-09-21 13:43:25.718569+05:30,,system,fee_payment,314,create,,"{""receipt_no"": ""SPS/RCP/2026/000108"", ""amount"": ""1840.00"", ""method"": ""cash""}",,,,36,1585,2026-09-21 13:43:25.678624+05:30,2026-09-21 13:43:25.678624+05:30
2026-09-21 13:43:25.744667+05:30,,system,fee_payment,315,create,,"{""receipt_no"": ""SPS/RCP/2026/000109"", ""amount"": ""2760.00"", ""method"": ""cash""}",,,,36,1586,2026-09-21 13:43:25.721072+05:30,2026-09-21 13:43:25.721072+05:30
2026-09-21 13:43:25.785946+05:30,,system,fee_payment,316,create,,"{""receipt_no"": ""SPS/RCP/2026/000110"", ""amount"": ""2940.00"", ""method"": ""cash""}",,,,36,1587,2026-09-21 13:43:25.746728+05:30,2026-09-21 13:43:25.746728+05:30
2026-09-21 13:43:25.808268+05:30,,system,fee_payment,317,create,,"{""receipt_no"": ""SPS/RCP/2026/000111"", ""amount"": ""4410.00"", ""method"": ""cash""}",,,,36,1588,2026-09-21 13:43:25.787962+05:30,2026-09-21 13:43:25.787962+05:30
