invoice_id,fee_head_id,description,amount,discount,school_id,id,created_at,updated_at
3995,8,Tuition Fee,1088.00,0.00,36,9863,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3995,9,Development Fee,272.00,0.00,36,9864,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3996,8,Tuition Fee,1088.00,0.00,36,9865,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3996,9,Development Fee,272.00,0.00,36,9866,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3997,8,Tuition Fee,1088.00,0.00,36,9867,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3997,9,Development Fee,272.00,0.00,36,9868,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3997,10,Transport Fee,800.00,0.00,36,9869,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3998,8,Tuition Fee,1088.00,0.00,36,9870,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3998,9,Development Fee,272.00,0.00,36,9871,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3999,8,Tuition Fee,1088.00,0.00,36,9872,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3999,9,Development Fee,272.00,0.00,36,9873,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4000,8,Tuition Fee,1088.00,0.00,36,9874,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4000,9,Development Fee,272.00,0.00,36,9875,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4001,8,Tuition Fee,1088.00,0.00,36,9876,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4001,9,Development Fee,272.00,0.00,36,9877,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4001,10,Transport Fee,800.00,0.00,36,9878,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4002,8,Tuition Fee,1088.00,0.00,36,9879,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4002,9,Development Fee,272.00,0.00,36,9880,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
4003,8,Tuition Fee,2240.00,0.00,36,9881,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4003,9,Development Fee,560.00,0.00,36,9882,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4003,10,Transport Fee,800.00,0.00,36,9883,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4004,8,Tuition Fee,2240.00,224.00,36,9884,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4004,9,Development Fee,560.00,56.00,36,9885,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4005,8,Tuition Fee,2240.00,0.00,36,9886,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4005,9,Development Fee,560.00,0.00,36,9887,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4006,8,Tuition Fee,2240.00,224.00,36,9888,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4006,9,Development Fee,560.00,56.00,36,9889,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4007,8,Tuition Fee,2240.00,0.00,36,9890,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4007,9,Development Fee,560.00,0.00,36,9891,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4007,10,Transport Fee,800.00,0.00,36,9892,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4008,8,Tuition Fee,2240.00,0.00,36,9893,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4008,9,Development Fee,560.00,0.00,36,9894,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4009,8,Tuition Fee,2240.00,0.00,36,9895,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4009,9,Development Fee,560.00,0.00,36,9896,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4010,8,Tuition Fee,2240.00,0.00,36,9897,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4010,9,Development Fee,560.00,0.00,36,9898,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4011,8,Tuition Fee,2240.00,0.00,36,9899,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4011,9,Development Fee,560.00,0.00,36,9900,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4011,10,Transport Fee,1100.00,0.00,36,9901,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4012,8,Tuition Fee,2240.00,0.00,36,9902,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4012,9,Development Fee,560.00,0.00,36,9903,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4013,8,Tuition Fee,2112.00,0.00,36,9904,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4013,9,Development Fee,528.00,0.00,36,9905,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4013,10,Transport Fee,1500.00,0.00,36,9906,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4014,8,Tuition Fee,2112.00,0.00,36,9907,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4014,9,Development Fee,528.00,0.00,36,9908,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4015,8,Tuition Fee,2112.00,0.00,36,9909,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4015,9,Development Fee,528.00,0.00,36,9910,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4016,8,Tuition Fee,2112.00,0.00,36,9911,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4016,9,Development Fee,528.00,0.00,36,9912,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4017,8,Tuition Fee,2112.00,0.00,36,9913,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4017,9,Development Fee,528.00,0.00,36,9914,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4017,10,Transport Fee,1100.00,0.00,36,9915,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4018,8,Tuition Fee,2112.00,0.00,36,9916,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4018,9,Development Fee,528.00,0.00,36,9917,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4019,8,Tuition Fee,2112.00,0.00,36,9918,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4019,9,Development Fee,528.00,0.00,36,9919,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4020,8,Tuition Fee,2112.00,0.00,36,9920,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4020,9,Development Fee,528.00,0.00,36,9921,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4021,8,Tuition Fee,2112.00,0.00,36,9922,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4021,9,Development Fee,528.00,0.00,36,9923,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4021,10,Transport Fee,1100.00,0.00,36,9924,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4022,8,Tuition Fee,2112.00,0.00,36,9925,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4022,9,Development Fee,528.00,0.00,36,9926,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4023,8,Tuition Fee,1984.00,0.00,36,9927,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4023,9,Development Fee,496.00,0.00,36,9928,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4023,10,Transport Fee,1500.00,0.00,36,9929,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4024,8,Tuition Fee,1984.00,0.00,36,9930,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4024,9,Development Fee,496.00,0.00,36,9931,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4025,8,Tuition Fee,1984.00,0.00,36,9932,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4025,9,Development Fee,496.00,0.00,36,9933,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4026,8,Tuition Fee,1984.00,0.00,36,9934,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4026,9,Development Fee,496.00,0.00,36,9935,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4027,8,Tuition Fee,1984.00,0.00,36,9936,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4027,9,Development Fee,496.00,0.00,36,9937,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4027,10,Transport Fee,800.00,0.00,36,9938,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4028,8,Tuition Fee,1984.00,0.00,36,9939,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4028,9,Development Fee,496.00,0.00,36,9940,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4029,8,Tuition Fee,1984.00,0.00,36,9941,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4029,9,Development Fee,496.00,0.00,36,9942,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4030,8,Tuition Fee,1984.00,0.00,36,9943,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4030,9,Development Fee,496.00,0.00,36,9944,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4031,8,Tuition Fee,1984.00,0.00,36,9945,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4031,9,Development Fee,496.00,0.00,36,9946,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4031,10,Transport Fee,800.00,0.00,36,9947,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4032,8,Tuition Fee,1984.00,0.00,36,9948,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4032,9,Development Fee,496.00,0.00,36,9949,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4033,8,Tuition Fee,1856.00,0.00,36,9950,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4033,9,Development Fee,464.00,0.00,36,9951,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4033,10,Transport Fee,1100.00,0.00,36,9952,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4034,8,Tuition Fee,1856.00,0.00,36,9953,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4034,9,Development Fee,464.00,0.00,36,9954,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4035,8,Tuition Fee,1856.00,0.00,36,9955,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4035,9,Development Fee,464.00,0.00,36,9956,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4036,8,Tuition Fee,1856.00,0.00,36,9957,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4036,9,Development Fee,464.00,0.00,36,9958,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4037,8,Tuition Fee,1856.00,0.00,36,9959,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4037,9,Development Fee,464.00,0.00,36,9960,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4037,10,Transport Fee,1500.00,0.00,36,9961,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4038,8,Tuition Fee,1856.00,0.00,36,9962,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4038,9,Development Fee,464.00,0.00,36,9963,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4039,8,Tuition Fee,1856.00,0.00,36,9964,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4039,9,Development Fee,464.00,0.00,36,9965,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4040,8,Tuition Fee,1856.00,0.00,36,9966,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4040,9,Development Fee,464.00,0.00,36,9967,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4041,8,Tuition Fee,1856.00,0.00,36,9968,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4041,9,Development Fee,464.00,0.00,36,9969,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4041,10,Transport Fee,1100.00,0.00,36,9970,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4042,8,Tuition Fee,1856.00,0.00,36,9971,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4042,9,Development Fee,464.00,0.00,36,9972,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4043,8,Tuition Fee,1728.00,0.00,36,9973,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4043,9,Development Fee,432.00,0.00,36,9974,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4043,10,Transport Fee,1100.00,0.00,36,9975,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4044,8,Tuition Fee,1728.00,0.00,36,9976,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4044,9,Development Fee,432.00,0.00,36,9977,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4045,8,Tuition Fee,1728.00,0.00,36,9978,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4045,9,Development Fee,432.00,0.00,36,9979,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4046,8,Tuition Fee,1728.00,0.00,36,9980,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4046,9,Development Fee,432.00,0.00,36,9981,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4047,8,Tuition Fee,1728.00,0.00,36,9982,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4047,9,Development Fee,432.00,0.00,36,9983,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4047,10,Transport Fee,1500.00,0.00,36,9984,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4048,8,Tuition Fee,1728.00,0.00,36,9985,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4048,9,Development Fee,432.00,0.00,36,9986,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4049,8,Tuition Fee,1728.00,0.00,36,9987,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4049,9,Development Fee,432.00,0.00,36,9988,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4050,8,Tuition Fee,1728.00,0.00,36,9989,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4050,9,Development Fee,432.00,0.00,36,9990,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4051,8,Tuition Fee,1728.00,0.00,36,9991,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4051,9,Development Fee,432.00,0.00,36,9992,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4051,10,Transport Fee,800.00,0.00,36,9993,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4052,8,Tuition Fee,1728.00,0.00,36,9994,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4052,9,Development Fee,432.00,0.00,36,9995,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4053,8,Tuition Fee,1600.00,0.00,36,9996,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4053,9,Development Fee,400.00,0.00,36,9997,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4053,10,Transport Fee,800.00,0.00,36,9998,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4054,8,Tuition Fee,1600.00,0.00,36,9999,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4054,9,Development Fee,400.00,0.00,36,10000,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4055,8,Tuition Fee,1600.00,0.00,36,10001,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4055,9,Development Fee,400.00,0.00,36,10002,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4056,8,Tuition Fee,1600.00,0.00,36,10003,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4056,9,Development Fee,400.00,0.00,36,10004,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4057,8,Tuition Fee,1600.00,0.00,36,10005,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4057,9,Development Fee,400.00,0.00,36,10006,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4057,10,Transport Fee,1100.00,0.00,36,10007,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4058,8,Tuition Fee,1600.00,0.00,36,10008,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4058,9,Development Fee,400.00,0.00,36,10009,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4059,8,Tuition Fee,1600.00,0.00,36,10010,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4059,9,Development Fee,400.00,0.00,36,10011,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4060,8,Tuition Fee,1600.00,0.00,36,10012,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4060,9,Development Fee,400.00,0.00,36,10013,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4061,8,Tuition Fee,1600.00,0.00,36,10014,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4061,9,Development Fee,400.00,0.00,36,10015,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4061,10,Transport Fee,1500.00,0.00,36,10016,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4062,8,Tuition Fee,1600.00,0.00,36,10017,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4062,9,Development Fee,400.00,0.00,36,10018,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4063,8,Tuition Fee,1472.00,0.00,36,10019,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4063,9,Development Fee,368.00,0.00,36,10020,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4063,10,Transport Fee,1100.00,0.00,36,10021,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4064,8,Tuition Fee,1472.00,0.00,36,10022,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4064,9,Development Fee,368.00,0.00,36,10023,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4065,8,Tuition Fee,1472.00,0.00,36,10024,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4065,9,Development Fee,368.00,0.00,36,10025,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4066,8,Tuition Fee,1472.00,0.00,36,10026,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4066,9,Development Fee,368.00,0.00,36,10027,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4067,8,Tuition Fee,1472.00,0.00,36,10028,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4067,9,Development Fee,368.00,0.00,36,10029,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4067,10,Transport Fee,1100.00,0.00,36,10030,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4068,8,Tuition Fee,1472.00,0.00,36,10031,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4068,9,Development Fee,368.00,0.00,36,10032,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4069,8,Tuition Fee,1472.00,0.00,36,10033,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4069,9,Development Fee,368.00,0.00,36,10034,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4070,8,Tuition Fee,1472.00,0.00,36,10035,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4070,9,Development Fee,368.00,0.00,36,10036,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4071,8,Tuition Fee,1472.00,0.00,36,10037,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4071,9,Development Fee,368.00,0.00,36,10038,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4071,10,Transport Fee,1500.00,0.00,36,10039,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4072,8,Tuition Fee,1472.00,0.00,36,10040,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4072,9,Development Fee,368.00,0.00,36,10041,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4073,8,Tuition Fee,1344.00,0.00,36,10042,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4073,9,Development Fee,336.00,0.00,36,10043,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4073,10,Transport Fee,800.00,0.00,36,10044,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4074,8,Tuition Fee,1344.00,0.00,36,10045,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4074,9,Development Fee,336.00,0.00,36,10046,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4075,8,Tuition Fee,1344.00,0.00,36,10047,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4075,9,Development Fee,336.00,0.00,36,10048,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4076,8,Tuition Fee,1344.00,0.00,36,10049,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4076,9,Development Fee,336.00,0.00,36,10050,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4077,8,Tuition Fee,1344.00,0.00,36,10051,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4077,9,Development Fee,336.00,0.00,36,10052,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4077,10,Transport Fee,800.00,0.00,36,10053,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4078,8,Tuition Fee,1344.00,0.00,36,10054,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4078,9,Development Fee,336.00,0.00,36,10055,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4079,8,Tuition Fee,1344.00,0.00,36,10056,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4079,9,Development Fee,336.00,0.00,36,10057,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4080,8,Tuition Fee,1344.00,0.00,36,10058,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4080,9,Development Fee,336.00,0.00,36,10059,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4081,8,Tuition Fee,1344.00,0.00,36,10060,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4081,9,Development Fee,336.00,0.00,36,10061,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4081,10,Transport Fee,1100.00,0.00,36,10062,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4082,8,Tuition Fee,1344.00,0.00,36,10063,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4082,9,Development Fee,336.00,0.00,36,10064,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4083,8,Tuition Fee,1216.00,0.00,36,10065,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4083,9,Development Fee,304.00,0.00,36,10066,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4083,10,Transport Fee,1500.00,0.00,36,10067,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4084,8,Tuition Fee,1216.00,0.00,36,10068,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4084,9,Development Fee,304.00,0.00,36,10069,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4085,8,Tuition Fee,1216.00,0.00,36,10070,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4085,9,Development Fee,304.00,0.00,36,10071,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4086,8,Tuition Fee,1216.00,0.00,36,10072,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4086,9,Development Fee,304.00,0.00,36,10073,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4087,8,Tuition Fee,1216.00,0.00,36,10074,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
4087,9,Development Fee,304.00,0.00,36,10075,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
