enrolment_id,academic_year_id,invoice_no,period_month,period_year,issued_on,due_date,status,settled_on,void_reason,school_id,id,created_at,updated_at
373,49,SPS/INV/2026/000176,7,2026,2026-07-01,2026-07-10,overdue,,,36,4078,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
374,49,SPS/INV/2026/000177,7,2026,2026-07-01,2026-07-10,overdue,,,36,4079,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
376,49,SPS/INV/2026/000179,7,2026,2026-07-01,2026-07-10,overdue,,,36,4081,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
377,49,SPS/INV/2026/000180,7,2026,2026-07-01,2026-07-10,overdue,,,36,4082,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
378,49,SPS/INV/2026/000181,7,2026,2026-07-01,2026-07-10,overdue,,,36,4083,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
380,49,SPS/INV/2026/000183,7,2026,2026-07-01,2026-07-10,overdue,,,36,4085,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
325,49,SPS/INV/2026/000128,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4030,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:23.774358+05:30
329,49,SPS/INV/2026/000132,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4034,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:23.982679+05:30
332,49,SPS/INV/2026/000135,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4037,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:24.138009+05:30
335,49,SPS/INV/2026/000138,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4040,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:24.284433+05:30
339,49,SPS/INV/2026/000142,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4044,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:24.496738+05:30
342,49,SPS/INV/2026/000145,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4047,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:24.643307+05:30
345,49,SPS/INV/2026/000148,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4050,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:24.814454+05:30
349,49,SPS/INV/2026/000152,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4054,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:25.141159+05:30
352,49,SPS/INV/2026/000155,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4057,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:25.292146+05:30
355,49,SPS/INV/2026/000158,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4060,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:25.440999+05:30
359,49,SPS/INV/2026/000162,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4064,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:25.657234+05:30
362,49,SPS/INV/2026/000165,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4067,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:25.810365+05:30
365,49,SPS/INV/2026/000168,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4070,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:25.956185+05:30
369,49,SPS/INV/2026/000172,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4074,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:26.162442+05:30
372,49,SPS/INV/2026/000175,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4077,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:26.295327+05:30
375,49,SPS/INV/2026/000178,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4080,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:26.466957+05:30
379,49,SPS/INV/2026/000182,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4084,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:26.656324+05:30
381,49,SPS/INV/2026/000184,7,2026,2026-07-01,2026-07-10,overdue,,,36,4086,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
383,49,SPS/INV/2026/000186,7,2026,2026-07-01,2026-07-10,overdue,,,36,4088,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
384,49,SPS/INV/2026/000187,7,2026,2026-07-01,2026-07-10,overdue,,,36,4089,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
386,49,SPS/INV/2026/000189,7,2026,2026-07-01,2026-07-10,overdue,,,36,4091,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
387,49,SPS/INV/2026/000190,7,2026,2026-07-01,2026-07-10,overdue,,,36,4092,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
388,49,SPS/INV/2026/000191,7,2026,2026-07-01,2026-07-10,overdue,,,36,4093,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
390,49,SPS/INV/2026/000193,7,2026,2026-07-01,2026-07-10,overdue,,,36,4095,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
391,49,SPS/INV/2026/000194,7,2026,2026-07-01,2026-07-10,overdue,,,36,4096,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
393,49,SPS/INV/2026/000196,7,2026,2026-07-01,2026-07-10,overdue,,,36,4098,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
394,49,SPS/INV/2026/000197,7,2026,2026-07-01,2026-07-10,overdue,,,36,4099,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
396,49,SPS/INV/2026/000199,7,2026,2026-07-01,2026-07-10,overdue,,,36,4101,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
397,49,SPS/INV/2026/000200,7,2026,2026-07-01,2026-07-10,overdue,,,36,4102,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
298,49,SPS/INV/2026/000201,8,2026,2026-08-01,2026-08-10,overdue,,,36,4103,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
299,49,SPS/INV/2026/000202,8,2026,2026-08-01,2026-08-10,overdue,,,36,4104,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
300,49,SPS/INV/2026/000203,8,2026,2026-08-01,2026-08-10,overdue,,,36,4105,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
301,49,SPS/INV/2026/000204,8,2026,2026-08-01,2026-08-10,overdue,,,36,4106,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
302,49,SPS/INV/2026/000205,8,2026,2026-08-01,2026-08-10,overdue,,,36,4107,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
303,49,SPS/INV/2026/000206,8,2026,2026-08-01,2026-08-10,overdue,,,36,4108,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
304,49,SPS/INV/2026/000207,8,2026,2026-08-01,2026-08-10,overdue,,,36,4109,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
305,49,SPS/INV/2026/000208,8,2026,2026-08-01,2026-08-10,overdue,,,36,4110,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
306,49,SPS/INV/2026/000209,8,2026,2026-08-01,2026-08-10,overdue,,,36,4111,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
307,49,SPS/INV/2026/000210,8,2026,2026-08-01,2026-08-10,overdue,,,36,4112,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
308,49,SPS/INV/2026/000211,8,2026,2026-08-01,2026-08-10,overdue,,,36,4113,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
309,49,SPS/INV/2026/000212,8,2026,2026-08-01,2026-08-10,overdue,,,36,4114,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
310,49,SPS/INV/2026/000213,8,2026,2026-08-01,2026-08-10,overdue,,,36,4115,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
311,49,SPS/INV/2026/000214,8,2026,2026-08-01,2026-08-10,overdue,,,36,4116,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
312,49,SPS/INV/2026/000215,8,2026,2026-08-01,2026-08-10,overdue,,,36,4117,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
313,49,SPS/INV/2026/000216,8,2026,2026-08-01,2026-08-10,overdue,,,36,4118,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
314,49,SPS/INV/2026/000217,8,2026,2026-08-01,2026-08-10,overdue,,,36,4119,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
315,49,SPS/INV/2026/000218,8,2026,2026-08-01,2026-08-10,overdue,,,36,4120,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
316,49,SPS/INV/2026/000219,8,2026,2026-08-01,2026-08-10,overdue,,,36,4121,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
317,49,SPS/INV/2026/000220,8,2026,2026-08-01,2026-08-10,overdue,,,36,4122,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
318,49,SPS/INV/2026/000221,8,2026,2026-08-01,2026-08-10,overdue,,,36,4123,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
319,49,SPS/INV/2026/000222,8,2026,2026-08-01,2026-08-10,overdue,,,36,4124,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
320,49,SPS/INV/2026/000223,8,2026,2026-08-01,2026-08-10,overdue,,,36,4125,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
321,49,SPS/INV/2026/000224,8,2026,2026-08-01,2026-08-10,overdue,,,36,4126,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
322,49,SPS/INV/2026/000225,8,2026,2026-08-01,2026-08-10,overdue,,,36,4127,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
323,49,SPS/INV/2026/000226,8,2026,2026-08-01,2026-08-10,overdue,,,36,4128,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
324,49,SPS/INV/2026/000227,8,2026,2026-08-01,2026-08-10,overdue,,,36,4129,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
325,49,SPS/INV/2026/000228,8,2026,2026-08-01,2026-08-10,overdue,,,36,4130,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
326,49,SPS/INV/2026/000229,8,2026,2026-08-01,2026-08-10,overdue,,,36,4131,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
327,49,SPS/INV/2026/000230,8,2026,2026-08-01,2026-08-10,overdue,,,36,4132,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
328,49,SPS/INV/2026/000231,8,2026,2026-08-01,2026-08-10,overdue,,,36,4133,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
329,49,SPS/INV/2026/000232,8,2026,2026-08-01,2026-08-10,overdue,,,36,4134,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
330,49,SPS/INV/2026/000233,8,2026,2026-08-01,2026-08-10,overdue,,,36,4135,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
331,49,SPS/INV/2026/000234,8,2026,2026-08-01,2026-08-10,overdue,,,36,4136,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
332,49,SPS/INV/2026/000235,8,2026,2026-08-01,2026-08-10,overdue,,,36,4137,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
333,49,SPS/INV/2026/000236,8,2026,2026-08-01,2026-08-10,overdue,,,36,4138,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
334,49,SPS/INV/2026/000237,8,2026,2026-08-01,2026-08-10,overdue,,,36,4139,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
335,49,SPS/INV/2026/000238,8,2026,2026-08-01,2026-08-10,overdue,,,36,4140,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
336,49,SPS/INV/2026/000239,8,2026,2026-08-01,2026-08-10,overdue,,,36,4141,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
337,49,SPS/INV/2026/000240,8,2026,2026-08-01,2026-08-10,overdue,,,36,4142,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
338,49,SPS/INV/2026/000241,8,2026,2026-08-01,2026-08-10,overdue,,,36,4143,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
339,49,SPS/INV/2026/000242,8,2026,2026-08-01,2026-08-10,overdue,,,36,4144,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
340,49,SPS/INV/2026/000243,8,2026,2026-08-01,2026-08-10,overdue,,,36,4145,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
341,49,SPS/INV/2026/000244,8,2026,2026-08-01,2026-08-10,overdue,,,36,4146,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
385,49,SPS/INV/2026/000188,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4090,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:26.939286+05:30
389,49,SPS/INV/2026/000192,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4094,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:27.134717+05:30
392,49,SPS/INV/2026/000195,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4097,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:27.270068+05:30
395,49,SPS/INV/2026/000198,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4100,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:27.407685+05:30
342,49,SPS/INV/2026/000245,8,2026,2026-08-01,2026-08-10,overdue,,,36,4147,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
343,49,SPS/INV/2026/000246,8,2026,2026-08-01,2026-08-10,overdue,,,36,4148,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
344,49,SPS/INV/2026/000247,8,2026,2026-08-01,2026-08-10,overdue,,,36,4149,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
345,49,SPS/INV/2026/000248,8,2026,2026-08-01,2026-08-10,overdue,,,36,4150,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
346,49,SPS/INV/2026/000249,8,2026,2026-08-01,2026-08-10,overdue,,,36,4151,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
347,49,SPS/INV/2026/000250,8,2026,2026-08-01,2026-08-10,overdue,,,36,4152,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
348,49,SPS/INV/2026/000251,8,2026,2026-08-01,2026-08-10,overdue,,,36,4153,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
349,49,SPS/INV/2026/000252,8,2026,2026-08-01,2026-08-10,overdue,,,36,4154,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
350,49,SPS/INV/2026/000253,8,2026,2026-08-01,2026-08-10,overdue,,,36,4155,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
351,49,SPS/INV/2026/000254,8,2026,2026-08-01,2026-08-10,overdue,,,36,4156,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
352,49,SPS/INV/2026/000255,8,2026,2026-08-01,2026-08-10,overdue,,,36,4157,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
353,49,SPS/INV/2026/000256,8,2026,2026-08-01,2026-08-10,overdue,,,36,4158,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
354,49,SPS/INV/2026/000257,8,2026,2026-08-01,2026-08-10,overdue,,,36,4159,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
355,49,SPS/INV/2026/000258,8,2026,2026-08-01,2026-08-10,overdue,,,36,4160,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
356,49,SPS/INV/2026/000259,8,2026,2026-08-01,2026-08-10,overdue,,,36,4161,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
357,49,SPS/INV/2026/000260,8,2026,2026-08-01,2026-08-10,overdue,,,36,4162,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
358,49,SPS/INV/2026/000261,8,2026,2026-08-01,2026-08-10,overdue,,,36,4163,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
359,49,SPS/INV/2026/000262,8,2026,2026-08-01,2026-08-10,overdue,,,36,4164,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
360,49,SPS/INV/2026/000263,8,2026,2026-08-01,2026-08-10,overdue,,,36,4165,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
361,49,SPS/INV/2026/000264,8,2026,2026-08-01,2026-08-10,overdue,,,36,4166,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
362,49,SPS/INV/2026/000265,8,2026,2026-08-01,2026-08-10,overdue,,,36,4167,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
363,49,SPS/INV/2026/000266,8,2026,2026-08-01,2026-08-10,overdue,,,36,4168,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
364,49,SPS/INV/2026/000267,8,2026,2026-08-01,2026-08-10,overdue,,,36,4169,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
365,49,SPS/INV/2026/000268,8,2026,2026-08-01,2026-08-10,overdue,,,36,4170,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
366,49,SPS/INV/2026/000269,8,2026,2026-08-01,2026-08-10,overdue,,,36,4171,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
367,49,SPS/INV/2026/000270,8,2026,2026-08-01,2026-08-10,overdue,,,36,4172,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
368,49,SPS/INV/2026/000271,8,2026,2026-08-01,2026-08-10,overdue,,,36,4173,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
369,49,SPS/INV/2026/000272,8,2026,2026-08-01,2026-08-10,overdue,,,36,4174,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
370,49,SPS/INV/2026/000273,8,2026,2026-08-01,2026-08-10,overdue,,,36,4175,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
371,49,SPS/INV/2026/000274,8,2026,2026-08-01,2026-08-10,overdue,,,36,4176,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
372,49,SPS/INV/2026/000275,8,2026,2026-08-01,2026-08-10,overdue,,,36,4177,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
373,49,SPS/INV/2026/000276,8,2026,2026-08-01,2026-08-10,overdue,,,36,4178,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
374,49,SPS/INV/2026/000277,8,2026,2026-08-01,2026-08-10,overdue,,,36,4179,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
375,49,SPS/INV/2026/000278,8,2026,2026-08-01,2026-08-10,overdue,,,36,4180,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
376,49,SPS/INV/2026/000279,8,2026,2026-08-01,2026-08-10,overdue,,,36,4181,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
377,49,SPS/INV/2026/000280,8,2026,2026-08-01,2026-08-10,overdue,,,36,4182,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
378,49,SPS/INV/2026/000281,8,2026,2026-08-01,2026-08-10,overdue,,,36,4183,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
379,49,SPS/INV/2026/000282,8,2026,2026-08-01,2026-08-10,overdue,,,36,4184,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
380,49,SPS/INV/2026/000283,8,2026,2026-08-01,2026-08-10,overdue,,,36,4185,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
381,49,SPS/INV/2026/000284,8,2026,2026-08-01,2026-08-10,overdue,,,36,4186,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
382,49,SPS/INV/2026/000285,8,2026,2026-08-01,2026-08-10,overdue,,,36,4187,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
383,49,SPS/INV/2026/000286,8,2026,2026-08-01,2026-08-10,overdue,,,36,4188,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
384,49,SPS/INV/2026/000287,8,2026,2026-08-01,2026-08-10,overdue,,,36,4189,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
385,49,SPS/INV/2026/000288,8,2026,2026-08-01,2026-08-10,overdue,,,36,4190,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
386,49,SPS/INV/2026/000289,8,2026,2026-08-01,2026-08-10,overdue,,,36,4191,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
387,49,SPS/INV/2026/000290,8,2026,2026-08-01,2026-08-10,overdue,,,36,4192,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
388,49,SPS/INV/2026/000291,8,2026,2026-08-01,2026-08-10,overdue,,,36,4193,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
389,49,SPS/INV/2026/000292,8,2026,2026-08-01,2026-08-10,overdue,,,36,4194,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
390,49,SPS/INV/2026/000293,8,2026,2026-08-01,2026-08-10,overdue,,,36,4195,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
391,49,SPS/INV/2026/000294,8,2026,2026-08-01,2026-08-10,overdue,,,36,4196,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
392,49,SPS/INV/2026/000295,8,2026,2026-08-01,2026-08-10,overdue,,,36,4197,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
393,49,SPS/INV/2026/000296,8,2026,2026-08-01,2026-08-10,overdue,,,36,4198,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
394,49,SPS/INV/2026/000297,8,2026,2026-08-01,2026-08-10,overdue,,,36,4199,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
395,49,SPS/INV/2026/000298,8,2026,2026-08-01,2026-08-10,overdue,,,36,4200,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
396,49,SPS/INV/2026/000299,8,2026,2026-08-01,2026-08-10,overdue,,,36,4201,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
397,49,SPS/INV/2026/000300,8,2026,2026-08-01,2026-08-10,overdue,,,36,4202,2026-09-21 13:43:21.564512+05:30,2026-09-21 13:43:21.564512+05:30
298,49,SPS/INV/2026/000001,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3903,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.259178+05:30
299,49,SPS/INV/2026/000102,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4004,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:22.379216+05:30
322,49,SPS/INV/2026/000125,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4027,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:23.626136+05:30
341,49,SPS/INV/2026/000044,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3946,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.556153+05:30
382,49,SPS/INV/2026/000185,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4087,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:26.797749+05:30
392,49,SPS/INV/2026/000095,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3997,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.245462+05:30
