role_id,permission_id,school_id,id,created_at,updated_at
53,225,36,1315,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,261,36,1316,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,212,36,1317,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,187,36,1318,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,228,36,1319,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,208,36,1320,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,196,36,1321,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,211,36,1322,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,189,36,1323,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,198,36,1324,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,213,36,1325,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,227,36,1326,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,205,36,1327,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,261,36,1328,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,183,36,1329,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,208,36,1330,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,211,36,1331,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,189,36,1332,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,198,36,1333,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,236,36,1334,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,227,36,1335,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,205,36,1336,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,261,36,1337,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,183,36,1338,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,230,36,1339,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,235,36,1340,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,236,36,1341,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,227,36,1342,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,237,36,1343,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,187,36,1344,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,234,36,1345,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,238,36,1346,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,264,36,1347,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,183,36,1348,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,196,36,1349,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,189,36,1350,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,214,36,1351,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,227,36,1352,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,238,36,1353,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,254,36,1354,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,234,36,1355,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,258,36,1356,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,268,36,1357,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,192,36,1358,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,229,36,1359,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,248,36,1360,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,250,36,1361,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,211,36,1362,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,242,36,1363,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,198,36,1364,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,236,36,1365,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,262,36,1366,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,205,36,1367,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,226,36,1368,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,216,36,1369,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,187,36,1370,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,244,36,1371,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,218,36,1372,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,267,36,1373,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
