class_section_id,day_of_week,period_id,subject_id,teacher_id,room,school_id,id,created_at,updated_at
57,sat,15,37,50,,36,545,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,mon,16,33,47,Lab-2,36,546,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,mon,16,32,46,R-101,36,547,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,mon,16,40,54,R-102,36,548,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,mon,16,36,49,R-201,36,549,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,mon,16,35,51,R-202,36,550,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,mon,16,34,56,Lab-1,36,551,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,mon,16,33,52,,36,552,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,mon,16,32,55,,36,553,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,mon,16,39,48,,36,554,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,mon,16,37,50,,36,555,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,tue,16,34,45,Lab-2,36,556,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,tue,16,33,47,R-101,36,557,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,tue,16,32,46,R-102,36,558,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,tue,16,40,54,R-201,36,559,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,tue,16,36,49,R-202,36,560,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,tue,16,38,53,Lab-1,36,561,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,tue,16,34,56,,36,562,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,tue,16,33,52,,36,563,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,tue,16,32,55,,36,564,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,tue,16,39,48,,36,565,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,wed,16,35,51,Lab-2,36,566,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,wed,16,34,45,R-101,36,567,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,wed,16,33,47,R-102,36,568,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,wed,16,32,46,R-201,36,569,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,wed,16,40,54,R-202,36,570,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,wed,16,37,50,Lab-1,36,571,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,wed,16,38,53,,36,572,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,wed,16,34,56,,36,573,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,wed,16,33,52,,36,574,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,wed,16,32,55,,36,575,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,thu,16,36,49,Lab-2,36,576,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,thu,16,35,51,R-101,36,577,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,thu,16,34,45,R-102,36,578,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,thu,16,33,47,R-201,36,579,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,thu,16,32,46,R-202,36,580,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,thu,16,39,48,Lab-1,36,581,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,thu,16,37,50,,36,582,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,thu,16,38,53,,36,583,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,thu,16,34,56,,36,584,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,thu,16,33,52,,36,585,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,fri,16,40,54,Lab-2,36,586,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,fri,16,36,49,R-101,36,587,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,fri,16,35,51,R-102,36,588,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,fri,16,34,45,R-201,36,589,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,fri,16,33,47,R-202,36,590,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,fri,16,32,55,Lab-1,36,591,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,fri,16,39,48,,36,592,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,fri,16,37,50,,36,593,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,fri,16,38,53,,36,594,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,fri,16,34,56,,36,595,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,sat,16,32,46,Lab-2,36,596,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,sat,16,40,54,R-101,36,597,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,sat,16,36,49,R-102,36,598,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,sat,16,35,51,R-201,36,599,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,sat,16,34,45,R-202,36,600,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,sat,16,33,52,Lab-1,36,601,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,sat,16,32,55,,36,602,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,sat,16,39,48,,36,603,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,sat,16,37,50,,36,604,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,sat,16,38,53,,36,605,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
